season,match_id,match_name,home_team,away_team,venue,city,country,current_innings,innings_id,name,fullName,runs,ballsFaced,minutes,fours,sixes,strikeRate,captain,isNotOut,runningScore,runningOver,shortText,commentary,link
2022,1298179,ENG v PAK,PAK,ENG,Melbourne Cricket Ground,Melbourne,Australia,ENG,2,AD Hales,Alex Hales,1,2,6,0,0,50.00,False,False,"{'wickets': 1, 'runs': 7}",0.6, b Shaheen Shah Afridi,"bowled him, Shaheen does what Shaheen does best! Perfect length, big swing into the stumps. Straightens towards leg stump, and Hales, feet stuck, ends up completely cramped for room while desperately swishing across the line. Misses the bat, deflects off the pad, and rattles the stumps",
2022,1298179,ENG v PAK,PAK,ENG,Melbourne Cricket Ground,Melbourne,Australia,ENG,2,PD Salt,Phil Salt,10,9,16,2,0,111.11,False,False,"{'wickets': 2, 'runs': 32}",3.3,c Iftikhar Ahmed b Haris Rauf,"now there is a midwicket, and Salt has picked him out. The fielder was at slip earlier, and he moved to midwicket after the boundary. After those two full balls, Rauf goes to what he does best - hard length, into the pitch. Gets up to hip height, cramps Salt on the pull, and he swats it straight into the midriff of Iftikhar at midwicket",
2022,1298179,ENG v PAK,PAK,ENG,Melbourne Cricket Ground,Melbourne,Australia,ENG,2,BA Stokes,Ben Stokes,52,49,81,5,1,106.12,False,True,{},,not out,,
2022,1298179,ENG v PAK,PAK,ENG,Melbourne Cricket Ground,Melbourne,Australia,ENG,2,HC Brook,Harry Brook,20,23,36,1,0,86.95,False,False,"{'wickets': 4, 'runs': 84}",12.3,c Shaheen Shah Afridi b Shadab Khan,"<B>crashed hard, flat, straight to long-off!</B> Brook falls, you sensed he had to take this over on with Pakistan's quicks so rampant. He connected well with a hard-handed drive, but Afridi reached above his head, clung on coolly, and the pendulum swings again!",
2022,1298179,ENG v PAK,PAK,ENG,Melbourne Cricket Ground,Melbourne,Australia,ENG,2,MM Ali,Moeen Ali,19,12,30,3,0,158.33,False,False,"{'wickets': 5, 'runs': 132}",18.2, b Mohammad Wasim,"<B>full and straight, and Moeen is gone!</B> Fires in the yorker, takes the inside-edge, onto leg stump. Not much celebration from Wasim, but it's a glimmer...",
2022,1298179,ENG v PAK,PAK,ENG,Melbourne Cricket Ground,Melbourne,Australia,ENG,2,LS Livingstone,Liam Livingstone,1,2,3,0,0,50.00,False,True,{},,not out,,
2022,1298178,ENG v INDIA,INDIA,ENG,Adelaide Oval,Adelaide,Australia,INDIA,1,KL Rahul,KL Rahul,5,5,8,1,0,100.00,False,False,"{'wickets': 1, 'runs': 9}",1.4,c &dagger;Buttler b Woakes,"<B>nip and extra bounce, and nibbled to the keeper!</B> Outstanding line and length, presenting an upright seam, just back of a good length but it soars off the deck for Buttler to cling on! England draw first blood",
2022,1298178,ENG v INDIA,INDIA,ENG,Adelaide Oval,Adelaide,Australia,INDIA,1,RG Sharma,Rohit Sharma,27,28,37,4,0,96.42,True,False,"{'wickets': 2, 'runs': 56}",8.5,c Curran b Jordan,"<B>brilliant take from Curran in the deep!</B> A wild launch from Rohit, no solid base on his heave through the line, a steepler to wide long-on where Curran scampers in, flings himself forward, and holds on inches from the turf! Rohit is cut short before he can build on his start!",
2022,1298178,ENG v INDIA,INDIA,ENG,Adelaide Oval,Adelaide,Australia,INDIA,1,V Kohli,Virat Kohli,50,40,75,4,1,125.00,False,False,"{'wickets': 4, 'runs': 136}",17.6,c Rashid b Jordan,"Jordan strikes. Could have disappeared for four on another day. Wide-ish yorker, and Kohli meets it low down, on the full, with an open bat face. Times it nicely, but Adil Rashid dives to his right at short third and takes an excellent, low two-hander",
2022,1298178,ENG v INDIA,INDIA,ENG,Adelaide Oval,Adelaide,Australia,INDIA,1,SA Yadav,Suryakumar Yadav,14,10,14,1,1,140.00,False,False,"{'wickets': 3, 'runs': 75}",11.2,c Salt b Rashid,"wow, what a moment this is. Adil Rashid may just have bowled the most consequential delivery of this match. Slow legbreak outside off, and SKY steps out, looking to make room. Ends up being too far from the ball to be able to hit it cleanly. I think he's trying to hit over extra-cover, but he ends up slicing the ball much wider than he wants, out to the sweeper at deep cover point. Huge, huge wicket for England",
2022,1298178,ENG v INDIA,INDIA,ENG,Adelaide Oval,Adelaide,Australia,INDIA,1,HH Pandya,Hardik Pandya,63,33,47,4,5,190.90,False,False,"{'wickets': 6, 'runs': 168}",19.6,hit wicket b Jordan,"Ah. That runs away to the boundary, but Hardik is out hit-wicket. Again he's way back in his crease, converting a full ball into a length ball on off stump. Whips it with brilliant timing to find the square leg boundary, but in the process of stepping back to play that shot, he's trodden onto his stumps",
2022,1298178,ENG v INDIA,INDIA,ENG,Adelaide Oval,Adelaide,Australia,INDIA,1,RR Pant,Rishabh Pant,6,4,13,1,0,150.00,False,False,"{'wickets': 5, 'runs': 158}",19.3,run out (&dagger;Buttler/Jordan),"well done. Excellent delivery, and England pick up a run-out too. Pant sacrifices his wicket there. Wide-ish yorker slanting across Pant, who tries to stab it away but can't connect. Hardik calls him through for a bye, more to cross and get back the strike than anything. Buttler throws to Jordan, who whips off the bails at his end with Pant nowhere in the picture",
2022,1298178,ENG v INDIA,INDIA,ENG,Adelaide Oval,Adelaide,Australia,INDIA,1,R Ashwin,Ravichandran Ashwin,0,0,4,0,0,-,False,True,{},,not out,,
2022,1298178,ENG v INDIA,INDIA,ENG,Adelaide Oval,Adelaide,Australia,ENG,2,JC Buttler,Jos Buttler,80,49,74,9,3,163.26,True,True,{},,not out,,
2022,1298178,ENG v INDIA,INDIA,ENG,Adelaide Oval,Adelaide,Australia,ENG,2,AD Hales,Alex Hales,86,47,74,4,7,182.97,False,True,{},,not out,,
2022,1298177,NZ v PAK,NZ,PAK,Sydney Cricket Ground,Sydney,Australia,NZ,1,FH Allen,Finn Allen,4,3,6,1,0,133.33,False,False,"{'wickets': 1, 'runs': 4}",0.3,lbw b Shaheen Shah Afridi,"<b>full, straight and given again!</b> Smacked on the front pad swinging across the line, and this one looks a goner, despite Allen's review. Pitching on leg, hitting middle and leg! Afridi counters to leave Allen pinned to the ropes after a frenetic three-ball stay. Erasmus on the money this time. Pakistan fans in full voice already at the SCG",
2022,1298177,NZ v PAK,NZ,PAK,Sydney Cricket Ground,Sydney,Australia,NZ,1,DP Conway,Devon Conway,21,20,35,3,0,105.00,False,False,"{'wickets': 2, 'runs': 38}",5.6,run out (Shadab Khan),"<b>direct hit from mid-off!</b> Has Conway run himself out...? Pakistan are celebrating, this is going to be tight. And the side-on replay quickly confirms that the batter is short of the crease by a matter of inches! Superb from Shadab Khan, Pakistan's talisman at this World Cup. The ball sat up nicely for him to collect and fire in an accurate throw. What a moment, a wicket from a run-out off the last ball of the powerplay",
2022,1298177,NZ v PAK,NZ,PAK,Sydney Cricket Ground,Sydney,Australia,NZ,1,KS Williamson,Kane Williamson,46,42,81,1,1,109.52,True,False,"{'wickets': 4, 'runs': 117}",16.2, b Shaheen Shah Afridi,"<strong>Afridi cleans Williamson up. </strong>Wiliamson shuffles across off for a scoop of his own. Afridi bowls a slower offcutter into the pitch. 121ks, he finds some grip and tricks Williamson into playing at it way too early. Williamson misses. Afridi, however, doesn't miss his target and brings out the starman pose",
2022,1298177,NZ v PAK,NZ,PAK,Sydney Cricket Ground,Sydney,Australia,NZ,1,GD Phillips,Glenn Phillips,6,8,9,1,0,75.00,False,False,"{'wickets': 3, 'runs': 49}",7.6,c &amp; b Mohammad Nawaz,"<b>miscued back to the bowler!</b> Nawaz slows his pace up, and pins NZ's middle-overs champ to the mat! Huge wicket for Pakistan. H-U-G-E! Phillips visibly regrets his mistake, swinging the bat in frustration before he stalks from the field. Just gave it a tad more air and it gripped in the pitch, came off a leading edge as he looked to work to leg",
2022,1298177,NZ v PAK,NZ,PAK,Sydney Cricket Ground,Sydney,Australia,NZ,1,DJ Mitchell,Daryl Mitchell,53,35,60,3,1,151.42,False,True,{},,not out,,
2022,1298177,NZ v PAK,NZ,PAK,Sydney Cricket Ground,Sydney,Australia,NZ,1,JDS Neesham,James Neesham,16,12,19,1,0,133.33,False,True,{},,not out,,
2022,1298177,NZ v PAK,NZ,PAK,Sydney Cricket Ground,Sydney,Australia,PAK,2,Mohammad Rizwan,Mohammad Rizwan,57,43,77,5,0,132.55,False,False,"{'wickets': 2, 'runs': 132}",16.6,c Phillips b Boult,"<strong>Holes out to sweeper cover.</strong> GP won't drop it. Regulation chance. Rizwan manufactures swinging room, Boult aims for the yorker, but comes out as a full-toss outside off. Rizwan shimmies out and slaps it to Phillips. Hang on, is this a beamer? Replays suggest that it was just below the waistline. It's a legal delivery and Rizwan has to depart. GP was also alert enough to throw the ball to Boult who took the bails off for the run out",
2022,1298177,NZ v PAK,NZ,PAK,Sydney Cricket Ground,Sydney,Australia,PAK,2,Babar Azam,Babar Azam,53,42,56,7,0,126.19,True,False,"{'wickets': 1, 'runs': 105}",12.4,c Mitchell b Boult,"Smeared to long-on. <strong>Mitchell settles under this</strong> at the long-on boundary. On a length and outside off, Babar looks to go over the top, but can't clear Mitchell. NZ finally find a way past this opening pair. Pakistan are still 95% favourites to win this",
2022,1298177,NZ v PAK,NZ,PAK,Sydney Cricket Ground,Sydney,Australia,PAK,2,Mohammad Haris,Mohammad Haris,30,26,32,2,1,115.38,False,False,"{'wickets': 3, 'runs': 151}",18.6,c Allen b Santner,<strong>Caught at short fine leg</strong>. Finn Allen makes no mistake. Haris jumps across off stump even before Santner delivers. The left-arm fingerspinner adjusts and darts it shorter to hit the top edge. End of a fine innings from Haris,
2022,1298177,NZ v PAK,NZ,PAK,Sydney Cricket Ground,Sydney,Australia,PAK,2,Shan Masood,Shan Masood,3,4,13,0,0,75.00,False,True,{},,not out,,
2022,1298177,NZ v PAK,NZ,PAK,Sydney Cricket Ground,Sydney,Australia,PAK,2,Iftikhar Ahmed,Iftikhar Ahmed,0,0,3,0,0,-,False,True,{},,not out,,
2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,Melbourne,Australia,INDIA,1,KL Rahul,KL Rahul,51,35,59,3,3,145.71,False,False,"{'wickets': 3, 'runs': 95}",12.2,c Masakadza b Sikandar Raza,"got him, he can't quite pull off a repeat. This time Raza slows it down a bit, and it doesn't land quite as full. It's also leaving the right-hander, and Rahul has to reach for the ball a bit. Looks to go straight and hard again, but slices it a touch, and the ball ends up in the hands of long-off",
2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,Melbourne,Australia,INDIA,1,RG Sharma,Rohit Sharma,15,13,20,2,0,115.38,True,False,"{'wickets': 1, 'runs': 27}",3.5,c Masakadza b Muzarabani,"<B>launched at square leg!</B> Rohit's blood was pumping and he climbed through the short ball, looked to have nailed his stroke, but it's a long square boundary and the fielder is perfectly placed. Doesn't need to move to swallow his chance, and Zimbabwe are rewarded for a discipled start",
2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,Melbourne,Australia,INDIA,1,V Kohli,Virat Kohli,26,25,36,2,0,104.00,False,False,"{'wickets': 2, 'runs': 87}",11.5,c Burl b Williams,"got him, Williams gets Kohli with a hard-length ball. Odd thing to say for a spinner, but he just hammered it into the pitch, flat. A bit of room to free his arms, but the attempt to flat-bat it over long-off isn't successful. Doesn't get hold of it at all, and Kohli only succeeds in hitting it straight to the fielder. On this occasion, a measured start doesn't segue into an explosive finish",
2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,Melbourne,Australia,INDIA,1,SA Yadav,Suryakumar Yadav,61,25,44,6,4,244.00,False,True,{},,not out,,
2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,Melbourne,Australia,INDIA,1,RR Pant,Rishabh Pant,3,5,7,0,0,60.00,False,False,"{'wickets': 4, 'runs': 101}",13.3,c Burl b Williams,"got him, Ryan Burl has taken another catch at the boundary, and this one is a stunner! Can't fault Pant for the choice of shot. The ball was there for the slog-sweep, and he looked to have found the gap too, but Burl sprints a long way to his left from long-on, and throws himself horizontal to grab the ball low with both hands. Outstanding stuff",
2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,Melbourne,Australia,INDIA,1,HH Pandya,Hardik Pandya,18,18,29,2,0,100.00,False,False,"{'wickets': 5, 'runs': 166}",19.2,c Muzarabani b Ngarava,"this one isn't a free-hit, though! Wide yorker, gets it more or less right, and Pandya, looking to slap it through or behind point, edges thickly. It flies quickly to short third, where Muzarabani takes it well",
2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,Melbourne,Australia,INDIA,1,AR Patel,Axar Patel,0,0,6,0,0,-,False,True,{},,not out,,
2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,Melbourne,Australia,ZIM,2,W Madhevere,Wessly Madhevere,0,1,1,0,0,0.00,False,False,"{'wickets': 1, 'runs': 0}",0.1,c Kohli b Kumar,"<B>flashed into the covers, and Kohli clings on!</B> It's a marvellous low pounce, diving forward at short cover. Madhevere followed the outswing with a flowing blade, connected sweetly, but too close to the man. India are up and running!",
2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,Melbourne,Australia,ZIM,2,CR Ervine,Craig Ervine,13,15,37,2,0,86.66,True,False,"{'wickets': 4, 'runs': 31}",6.4,c &amp; b Pandya,"<B>chipped in the air, back to the bowler!</B> It ought to have been simple, but Hardik had to adjust in a hurry as the ball looped over his head in his followthrough, and he stuck out a hand to cling on! This innings is heading south rapidly now",
2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,Melbourne,Australia,ZIM,2,RW Chakabva,Regis Chakabva,0,6,9,0,0,0.00,False,False,"{'wickets': 2, 'runs': 2}",1.4, b Arshdeep Singh,"<B>ping! Next batter please!</B> Exceptional bowling from Arshdeep, a metre fuller, luring the drive, but the ball arcs back through the gate from over the wicket, and cracks into off stump. Zimbabwe are in a heap already!",
2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,Melbourne,Australia,ZIM,2,SC Williams,Sean Williams,11,18,22,0,1,61.11,False,False,"{'wickets': 3, 'runs': 28}",5.6,c Kumar b Mohammed Shami,"<B>opens the face, slashed to deep third!</B> Unconvincing stay from Williams, once again he was staying leg-side of the pace, and pays the price as his loose hack spirals off a fat outside edge. Zimbabwe are three-down at the end of the powerplay",
2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,Melbourne,Australia,ZIM,2,Sikandar Raza,Sikandar Raza,34,24,53,3,0,141.66,False,False,"{'wickets': 9, 'runs': 111}",16.4,c Yadav b Pandya,"shortish offcutter, angling into leg stump, and Raza takes on the pull and takes on the two leg-side boundary riders. Doesn't really get hold of it, and SKY moves a few steps to his right and takes a simple catch at deep midwicket",
2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,Melbourne,Australia,ZIM,2,T Munyonga,Tony Munyonga,5,4,6,1,0,125.00,False,False,"{'wickets': 5, 'runs': 36}",7.3,lbw b Mohammed Shami,"<strong>pinned on the toes, up goes the finger!</strong> It was definitely leg-sided, so Zimbabwe review, but Rod Tucker clearly felt it was full and straight enough. No inside-edge, so what does ball-tracker say? <B>Leg stump it is!</B> Hitting flush, half-way up. This innings is an ex-innings",
2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,Melbourne,Australia,ZIM,2,RP Burl,Ryan Burl,35,22,27,5,1,159.09,False,False,"{'wickets': 6, 'runs': 96}",13.2, b Ashwin,"bowled him, Ashwin relieves a bit of pressure with this. Fired in quick and full, on leg stump, and Burl looks to whip it leg side but only manages to inside-edge into his front pad from where it ricochets into the stumps",
2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,Melbourne,Australia,ZIM,2,WP Masakadza,Wellington Masakadza,1,7,8,0,0,14.28,False,False,"{'wickets': 7, 'runs': 104}",15.1,c Sharma b Ashwin,"got him there, proper offspinner's dismissal. Steps out, and the in-drift makes the left-hander look to work it leg side. But he doesn't get to the pitch of the ball, and it turns to take the leading edge and pop straight to Rohit at short extra-cover",
2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,Melbourne,Australia,ZIM,2,R Ngarava,Richard Ngarava,1,2,4,0,0,50.00,False,False,"{'wickets': 8, 'runs': 106}",15.5, b Ashwin,"keeps low, and Ashwin bags his third. Back of a length offbreak, bowled with a lot of overspin, and that would normally mean extra bounce, but it ends up sliding through at below knee height, and Ngarava, attempting to swipe it to long-on, ends up losing his off stump",
2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,Melbourne,Australia,ZIM,2,TL Chatara,Tendai Chatara,4,4,11,1,0,100.00,False,False,"{'wickets': 10, 'runs': 115}",17.2,c &amp; b Patel,"and that is that. Ball holds up on the pitch slightly as Axar bowls back of a length. Looks to make room, possibly to hit into the off side, but the ball stops and keeps going with the angle. Ends up playing a half-flick, half-punch, and Axar moves smartly to his right to take a shoulder-high return catch",
2022,1298176,INDIA v ZIM,INDIA,ZIM,Melbourne Cricket Ground,Melbourne,Australia,ZIM,2,B Muzarabani,Blessing Muzarabani,0,2,5,0,0,0.00,False,True,{},,not out,,
2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,Adelaide,Australia,BAN,1,Najmul Hossain Shanto,Najmul Hossain Shanto,54,48,66,7,0,112.50,False,False,"{'wickets': 4, 'runs': 91}",13.2, b Iftikhar Ahmed,"<strong>Bowled him this time!</strong> Down the track again but a bit too early. The wily Iftikhar sees him and pulls back the length, bowls it slow. Shanto goes for the inside-out cover drive on the up, misses and it hits off. Iftikhar pumps his fists. Pakistan are well back in this.",
2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,Adelaide,Australia,BAN,1,Liton Das,Litton Das,10,8,15,0,1,125.00,False,False,"{'wickets': 1, 'runs': 21}",2.5,c Shan Masood b Shaheen Shah Afridi,"<strong>Gone! Afridi gets Litton early, Adelaide Oval roars.</strong> Shortish and angling away, Litton was again on the front foot. Looks to slash it hard but hits it straight to Masood at shortish backward point. He does not miss and Pakistan celebrate. One of the dangers nipped in the bud.",
2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,Adelaide,Australia,BAN,1,Soumya Sarkar,Soumya Sarkar,20,17,38,1,1,117.64,False,False,"{'wickets': 2, 'runs': 73}",10.4,c Shan Masood b Shadab Khan,"<strong>Reverse swept in the air, taken at point!</strong> It was full and slow around off, Soumya Sarkar changed his stance early and looked to hit it hard. It was going just over Shan Masood's head, so he timed his jump and took it.",
2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,Adelaide,Australia,BAN,1,Shakib Al Hasan,Shakib Al Hasan,0,1,4,0,0,0.00,True,False,"{'wickets': 3, 'runs': 73}",10.5,lbw b Shadab Khan,"<strong>Given LBW quite late, a bit of confusion with the running too. Bangladesh review.</strong> Slow, low full toss dipped and went past the flick. Shakib's front foot was planted and the back foot in the air as he tried to reach down and whip it. Ball's close to the bat but it's also close to the ground. Third umpire says 'no bat involved'. <strong>The impact's in line and ball's predicted to be hitting the stumps. Shakib's down over three metres. Still given!</strong> Shakib doesn't want to leave but has to! The bat was not hitting the ground, he was too far out. Folks are not sure in the Cricinfo bunker if that was the right call. Looked like a tiny tickle was there too. Eventually, it's two in two!",
2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,Adelaide,Australia,BAN,1,Afif Hossain,Afif Hossain,24,20,47,3,0,120.00,False,True,{},,not out,,
2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,Adelaide,Australia,BAN,1,Mosaddek Hossain,Mosaddek Hossain,5,11,17,0,0,45.45,False,False,"{'wickets': 5, 'runs': 107}",16.2, b Shaheen Shah Afridi,"<strong>Yorker tails away and hits middle and off!</strong> Afridi's trademark celebration is out. Was a peach, seam-up, looked like a slower one to the naked eye but it was 134 clicks. Came in and tailed away late, pitched around middle and went away. Mosaddek tried to dab it with an open face and missed it. Al Muthu wonders if that was à la Wasim Akram to Allan Lamb - Is 1992 back?",
2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,Adelaide,Australia,BAN,1,Nurul Hasan,Nurul Hasan,0,3,4,0,0,0.00,False,False,"{'wickets': 6, 'runs': 107}",16.5,c Mohammad Haris b Shaheen Shah Afridi,"<strong>Skied off the outer-half, taken by deep point!</strong> Came down and stayed leg side to open up cover. Looked to loft it, got height. Deep point ran diagonally to the right and took it. Two in the over for the Shah!",
2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,Adelaide,Australia,BAN,1,Taskin Ahmed,Taskin Ahmed,1,5,8,0,0,20.00,False,False,"{'wickets': 7, 'runs': 109}",18.1,c Babar Azam b Shaheen Shah Afridi,"<strong>Chipped straight to mid-off!</strong> Was full jus outside off, Taskin didn't check the drive not try to launch it. Ended up skewing it, Babar had to take a step or two back to take it comfortably around chest-height. Shaheen's falconing!",
2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,Adelaide,Australia,BAN,1,Nasum Ahmed,Nasum Ahmed,7,6,9,1,0,116.66,False,False,"{'wickets': 8, 'runs': 126}",19.5,c Mohammad Wasim b Haris Rauf,"<strong>Middles it this time but finds Wasim at deep-mid!</strong> Was full and on the legs, he whipped it. Hard lash and it went flat, got Wasim off-balance as he tried to grab it. Wiggled a bit but took it.",
2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,Adelaide,Australia,BAN,1,Mustafizur Rahman,Mustafizur Rahman,0,1,1,0,0,0.00,False,True,{},,not out,,
2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,Adelaide,Australia,PAK,2,Mohammad Rizwan,Mohammad Rizwan,32,32,51,2,1,100.00,False,False,"{'wickets': 2, 'runs': 61}",11.2,c Najmul Hossain Shanto b Ebadot Hossain,"<strong>Taken at point by Shanto!</strong> A hit-me ball, wide on a length. Rizwan leant across, reached out and tried to slash it, looked Rizwan wanted to go for the boundary but was early on the shot. The bottom hand came off and the ball ba",
2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,Adelaide,Australia,PAK,2,Babar Azam,Babar Azam,25,33,46,2,0,75.75,True,False,"{'wickets': 1, 'runs': 57}",10.3,c Mustafizur Rahman b Nasum Ahmed,"<strong>Top-edge off the sweep goes to the Fizz at short third!</strong> Looped up full on middle and off, Babar went on one knee and tried to whack it aerially. The ball deceived Babar and went off the splice. The Fizz ran in and took it well.",
2022,1298175,BAN v PAK,BAN,PAK,Adelaide Oval,Adelaide,Australia,PAK,2,Mohammad Nawaz(3),Mohammad Nawaz,4,11,27,0,0,36.36,False,False,"{'wickets': 3, 'runs': 92}",14.4,run out (Litton Das),"<strong>Direct hit at the non-striker's end, sent upstairs. They take an extra run.</strong> Replay is in, <strong>Nawaz is centimetres short!</strong> He has to go. It was a length ball outside off, Nawaz was walking down and pushed it on the move, Litton was quick at short cover, ran in and threw down the stumps from side-on.",
